Id,LotFrontage,LotArea,Neighborhood,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
1109,69.0,8063,Gilbert,6,2000,2000,0.0,3,PConc,4.0,0,924,924,5,Y,SBrkr,948,742,1690,2,1,3,1,3,1,Attchd,2000.0,RFn,2,463,100,48,181000
1110,107.0,11362,NridgHt,8,2004,2005,42.0,4,PConc,5.0,1039,797,1836,5,Y,SBrkr,1836,0,1836,2,0,3,1,4,1,Attchd,2004.0,Fin,3,862,125,185,280000
1111,69.0,8000,Gilbert,6,1995,1996,0.0,3,PConc,4.0,219,554,773,4,Y,SBrkr,773,885,1658,2,1,3,1,3,1,Attchd,1995.0,Fin,2,431,224,84,188000
1112,80.0,10480,NWAmes,7,1976,1976,660.0,3,CBlock,3.0,403,400,803,3,Y,SBrkr,1098,866,1964,2,1,4,1,3,1,Attchd,1976.0,RFn,2,483,0,69,205000
1113,73.0,7100,NAmes,5,1957,1957,0.0,3,CBlock,3.0,708,108,816,3,Y,FuseA,816,0,816,1,0,2,1,3,0,Detchd,1957.0,Unf,1,308,0,0,129900
1114,66.0,8923,NAmes,5,1953,2006,0.0,3,CBlock,3.0,643,365,1008,4,Y,SBrkr,1008,0,1008,1,0,2,1,4,0,Attchd,1953.0,Unf,1,240,0,18,134500
1115,90.0,5400,OldTown,5,1954,2000,0.0,3,CBlock,3.0,415,418,833,5,Y,SBrkr,833,0,833,1,0,2,1,4,0,Detchd,1955.0,Unf,1,326,0,0,117000
1116,93.0,12085,NridgHt,8,2007,2007,328.0,4,PConc,5.0,1004,730,1734,5,Y,SBrkr,1734,0,1734,2,0,3,1,5,1,Attchd,2007.0,RFn,3,928,0,0,318000
1117,69.0,7750,Gilbert,8,2002,2002,0.0,4,PConc,4.0,353,55,408,5,Y,SBrkr,779,640,1419,2,1,3,1,4,1,BuiltIn,2002.0,Fin,2,527,120,0,184100
1118,57.0,9764,Sawyer,5,1967,2003,0.0,3,CBlock,3.0,702,192,894,5,Y,SBrkr,894,0,894,1,0,3,1,4,0,Attchd,1967.0,RFn,2,450,0,0,130000
1119,85.0,13825,Sawyer,5,1958,1987,0.0,3,CBlock,3.0,0,533,533,3,Y,SBrkr,1021,580,1601,1,0,3,1,3,0,BuiltIn,1958.0,RFn,1,300,280,34,140000
1120,70.0,7560,NAmes,5,1959,1959,0.0,3,CBlock,3.0,369,671,1040,3,Y,FuseA,1040,0,1040,1,0,3,1,3,0,Attchd,1959.0,RFn,1,286,140,0,133700
1121,59.0,8263,IDOTRR,6,1920,1950,0.0,3,BrkTil,3.0,0,1012,1012,3,Y,FuseA,1012,0,1012,1,0,2,1,3,1,Detchd,1920.0,Unf,1,308,0,22,118400
1122,84.0,10084,CollgCr,7,2005,2006,196.0,4,PConc,4.0,24,1528,1552,5,Y,SBrkr,1552,0,1552,2,0,3,1,4,0,Attchd,2005.0,RFn,3,782,144,20,212900
1123,69.0,8926,Edwards,4,1956,1956,0.0,3,CBlock,3.0,0,672,672,5,Y,FuseA,960,0,960,1,0,3,1,3,0,Basment,1956.0,Unf,1,288,64,0,112000
1124,50.0,9405,Edwards,5,1947,2008,0.0,3,CBlock,3.0,0,698,698,5,Y,SBrkr,698,0,698,1,0,2,1,3,0,,,,0,0,0,200,118000
1125,69.0,9125,Gilbert,7,1992,1992,170.0,3,PConc,4.0,0,384,384,4,Y,SBrkr,812,670,1482,2,1,3,1,4,1,Attchd,1992.0,Fin,2,392,100,25,163900
1126,60.0,10434,NAmes,4,1955,1955,0.0,3,CBlock,3.0,0,1005,1005,3,Y,SBrkr,1005,0,1005,1,0,2,1,2,1,Detchd,1977.0,Unf,2,672,0,0,115000
1127,53.0,3684,Blmngtn,7,2007,2007,130.0,4,PConc,4.0,0,1373,1373,5,Y,SBrkr,1555,0,1555,2,0,2,1,4,1,Attchd,2007.0,Fin,3,660,143,20,174000
1128,182.0,14572,Gilbert,7,2004,2004,0.0,4,PConc,4.0,1300,230,1530,5,Y,SBrkr,1530,0,1530,2,0,3,1,4,1,Attchd,2004.0,Fin,3,630,144,36,259000
1129,59.0,11796,Gilbert,7,2004,2005,0.0,4,PConc,4.0,0,847,847,5,Y,SBrkr,847,1112,1959,2,1,4,1,4,1,BuiltIn,2004.0,Fin,2,434,100,48,215000
1130,60.0,7200,OldTown,5,1980,1980,180.0,3,CBlock,4.0,936,0,936,3,Y,SBrkr,936,0,936,1,0,2,1,3,0,Detchd,1980.0,Unf,2,672,49,0,140000
1131,65.0,7804,SWISU,4,1928,1950,0.0,3,BrkTil,3.0,622,500,1122,3,Y,SBrkr,1328,653,1981,2,0,4,1,4,2,Detchd,1981.0,Unf,2,576,431,44,135000
1132,63.0,10712,Mitchel,5,1991,1992,0.0,3,PConc,4.0,212,762,974,3,Y,SBrkr,974,0,974,1,0,3,1,3,0,,,,0,0,0,28,93500
1133,90.0,9900,OldTown,6,1880,1950,0.0,3,BrkTil,3.0,0,1008,1008,3,Y,SBrkr,1178,1032,2210,2,0,5,1,2,0,Detchd,1930.0,Unf,1,205,0,48,117500
1134,80.0,9828,SawyerW,8,1995,1995,0.0,4,PConc,4.0,584,544,1128,5,Y,SBrkr,1142,878,2020,2,1,3,1,4,1,Attchd,1995.0,RFn,2,466,0,155,239500
1135,57.0,8773,Gilbert,6,1997,1997,0.0,3,PConc,4.0,0,916,916,4,Y,SBrkr,916,684,1600,2,1,3,1,3,1,Attchd,1997.0,Fin,2,460,100,38,169000
1136,60.0,6180,BrkSide,6,1926,1950,0.0,3,BrkTil,3.0,0,960,960,3,N,SBrkr,986,0,986,1,0,2,1,3,1,Detchd,1926.0,Unf,1,180,0,128,102000
1137,80.0,9600,NAmes,6,1950,1950,0.0,3,CBlock,3.0,280,752,1032,3,Y,FuseA,1032,220,1252,1,0,3,1,3,0,Attchd,1950.0,Unf,1,288,0,0,119000
1138,54.0,6342,Sawyer,5,1875,1996,0.0,3,CBlock,3.0,0,780,780,4,N,SBrkr,780,240,1020,1,0,2,1,3,0,,,,0,0,0,0,94000
1139,69.0,9819,Mitchel,6,1977,1977,0.0,3,PConc,3.0,1567,0,1567,3,Y,SBrkr,1567,0,1567,2,0,2,1,4,2,Attchd,1977.0,RFn,2,714,264,32,196000
1140,98.0,8731,BrkSide,5,1920,1950,0.0,3,BrkTil,3.0,645,270,915,3,Y,SBrkr,1167,0,1167,1,0,3,1,3,1,Detchd,1972.0,Unf,2,495,0,0,144000
1141,60.0,7350,NAmes,5,1951,1951,0.0,3,CBlock,3.0,852,100,952,3,Y,SBrkr,952,0,952,1,0,2,1,3,0,Detchd,1988.0,Unf,2,840,0,0,139000
1142,69.0,10304,NWAmes,5,1976,1976,44.0,3,CBlock,3.0,381,399,780,5,Y,SBrkr,1088,780,1868,2,1,4,1,4,1,Attchd,1976.0,Unf,2,484,448,96,197500
1143,77.0,9965,CollgCr,8,2006,2007,340.0,4,PConc,5.0,1150,316,1466,5,Y,SBrkr,1466,1362,2828,3,0,4,1,4,1,BuiltIn,2006.0,RFn,3,1052,125,144,424870
1144,69.0,9000,Sawyer,5,1959,1959,0.0,3,CBlock,3.0,288,718,1006,3,Y,SBrkr,1006,0,1006,1,0,3,1,3,0,,,,0,0,0,24,80000
1145,60.0,12180,Edwards,4,1941,1950,0.0,3,BrkTil,4.0,348,324,672,2,N,FuseA,672,252,924,1,0,2,1,2,0,Detchd,1941.0,Unf,1,280,0,0,80000
1146,52.0,6240,BrkSide,5,1928,1950,0.0,3,BrkTil,3.0,0,1042,1042,5,Y,SBrkr,1042,534,1576,1,0,3,1,3,1,Detchd,1928.0,Unf,1,225,0,0,149000
1147,69.0,11200,SawyerW,6,1985,1985,85.0,4,CBlock,4.0,1258,40,1298,3,Y,SBrkr,1298,0,1298,2,0,3,1,4,1,Attchd,1985.0,Unf,2,403,165,26,180000
1148,75.0,12000,Crawfor,7,1941,1950,0.0,3,CBlock,3.0,275,429,704,5,Y,SBrkr,860,704,1564,1,1,3,1,2,1,Attchd,1941.0,Unf,1,234,0,0,174500
1149,69.0,5700,OldTown,7,1926,1950,0.0,3,PConc,3.0,0,572,572,3,Y,SBrkr,572,539,1111,1,0,2,1,3,1,Detchd,1982.0,Unf,1,288,0,0,116900
1150,50.0,9000,OldTown,7,1920,1988,0.0,3,PConc,3.0,624,26,650,5,Y,SBrkr,832,650,1482,1,0,3,1,3,0,Detchd,1930.0,Unf,2,324,0,0,143000
1151,57.0,8280,NAmes,6,1950,1950,0.0,3,CBlock,3.0,0,932,932,5,Y,FuseA,932,0,932,1,0,2,1,4,1,Attchd,1950.0,Unf,1,306,0,0,124000
1152,134.0,17755,Edwards,5,1959,1959,132.0,3,CBlock,3.0,176,1290,1466,3,Y,SBrkr,1466,0,1466,1,1,3,1,2,2,Attchd,1959.0,Fin,2,528,0,140,149900
1153,90.0,14115,Crawfor,6,1956,2004,0.0,3,PConc,3.0,296,230,1073,5,Y,SBrkr,1811,0,1811,1,0,2,1,5,1,Attchd,1956.0,Fin,2,470,0,0,230000
1154,69.0,5890,IDOTRR,6,1930,2007,0.0,4,BrkTil,3.0,538,278,816,5,Y,SBrkr,816,0,816,1,0,2,1,3,0,Detchd,2002.0,Unf,1,432,0,0,120500
1155,69.0,13700,NAmes,7,1965,1988,288.0,3,CBlock,3.0,454,410,864,3,Y,SBrkr,902,918,1820,1,2,4,1,4,2,Attchd,1965.0,Unf,2,492,60,84,201800
1156,90.0,10768,Veenker,5,1976,2004,0.0,4,CBlock,4.0,1157,280,1437,3,Y,SBrkr,1437,0,1437,2,0,3,1,4,1,Attchd,1976.0,RFn,2,528,0,21,218000
1157,85.0,9350,NAmes,5,1965,1999,0.0,3,PConc,3.0,633,586,1219,4,Y,SBrkr,1265,0,1265,2,0,3,1,4,1,Attchd,1965.0,RFn,2,502,0,92,179900
1158,34.0,5001,NridgHt,7,2007,2008,166.0,4,PConc,4.0,904,410,1314,5,Y,SBrkr,1314,0,1314,2,0,2,1,4,1,Attchd,2008.0,RFn,2,626,172,62,230000
1159,92.0,11932,Somerst,8,2007,2008,186.0,4,PConc,4.0,0,1580,1580,5,Y,SBrkr,1580,0,1580,2,0,3,1,4,0,Attchd,2008.0,RFn,3,830,0,24,235128
1160,76.0,9120,NWAmes,6,1974,1974,270.0,4,CBlock,3.0,442,459,901,3,Y,SBrkr,943,933,1876,2,1,4,1,4,1,Attchd,1974.0,RFn,2,540,0,69,185000
1161,24.0,2280,NPkVill,6,1978,1978,0.0,3,CBlock,4.0,311,544,855,2,Y,SBrkr,855,601,1456,2,1,3,1,3,1,Attchd,1978.0,Unf,2,440,26,0,146000
1162,69.0,14778,Crawfor,6,1954,2006,72.0,4,CBlock,3.0,728,568,1296,5,Y,SBrkr,1640,0,1640,1,0,3,1,4,1,Detchd,1993.0,Unf,2,924,108,0,224000
1163,109.0,8724,Sawyer,5,1968,1968,0.0,3,CBlock,4.0,492,402,894,4,Y,SBrkr,894,0,894,1,0,3,1,3,1,Attchd,1968.0,Fin,2,450,0,0,129000
1164,60.0,12900,Sawyer,4,1969,1969,0.0,3,CBlock,4.0,1198,0,1198,3,Y,SBrkr,1258,0,1258,0,2,0,2,3,0,CarPort,1969.0,Unf,2,400,120,0,108959
1165,69.0,16157,Veenker,5,1978,1978,0.0,3,PConc,4.0,680,289,1360,5,Y,SBrkr,1432,0,1432,1,1,2,1,4,1,Attchd,1978.0,Unf,2,588,168,180,194000
1166,79.0,9541,NridgHt,7,2009,2009,268.0,4,PConc,4.0,0,1502,1502,5,Y,SBrkr,1502,0,1502,2,0,3,1,4,0,Attchd,2009.0,RFn,2,644,0,114,233170
1167,64.0,10475,CollgCr,8,2008,2008,72.0,4,PConc,4.0,0,1694,1694,5,Y,SBrkr,1694,0,1694,2,0,3,1,4,0,Attchd,2008.0,RFn,3,776,160,33,245350
1168,58.0,10852,Gilbert,6,2000,2000,0.0,3,PConc,4.0,786,173,959,5,Y,SBrkr,959,712,1671,2,1,3,1,3,1,Attchd,2000.0,Fin,2,472,0,38,173000
1169,120.0,13728,Edwards,6,1935,1986,0.0,3,CBlock,3.0,626,501,1127,5,Y,SBrkr,1236,872,2108,2,0,4,1,4,2,Basment,1935.0,Unf,2,540,0,0,235000
1170,118.0,35760,NoRidge,10,1995,1996,1378.0,4,PConc,5.0,1387,543,1930,5,Y,SBrkr,1831,1796,3627,3,1,4,1,4,1,Attchd,1995.0,Fin,3,807,361,76,625000
1171,76.0,9880,Mitchel,6,1977,1977,0.0,3,CBlock,3.0,522,574,1096,3,Y,SBrkr,1118,0,1118,1,0,3,1,3,1,Attchd,1977.0,Fin,1,358,203,0,171000
1172,76.0,9120,NAmes,6,1958,1958,0.0,3,CBlock,3.0,662,599,1261,5,Y,SBrkr,1261,0,1261,1,0,3,1,3,1,Attchd,1958.0,RFn,2,433,0,0,163000
1173,35.0,4017,Somerst,7,2006,2007,0.0,4,PConc,4.0,0,625,625,5,Y,SBrkr,625,625,1250,2,1,2,1,4,0,Detchd,2006.0,Fin,2,625,0,54,171900
1174,138.0,18030,ClearCr,5,1946,1994,0.0,3,CBlock,3.0,152,977,1598,3,Y,SBrkr,1636,971,3086,3,0,3,1,5,1,,,,0,0,122,0,200500
1175,80.0,16560,Crawfor,6,1932,1950,0.0,3,BrkTil,4.0,503,449,952,3,Y,SBrkr,1170,1175,2345,2,1,4,1,3,1,Detchd,1932.0,Unf,2,360,0,0,239000
1176,85.0,10678,NoRidge,8,1992,2000,337.0,4,PConc,4.0,700,983,1683,5,Y,SBrkr,2129,743,2872,2,1,4,1,4,1,Attchd,1992.0,Fin,2,541,0,33,285000
1177,37.0,6951,Mitchel,5,1984,1985,0.0,3,CBlock,3.0,658,218,876,3,Y,SBrkr,923,0,923,1,0,3,1,3,0,Attchd,1984.0,Unf,1,264,362,0,119500
1178,69.0,3950,OldTown,6,1926,2004,0.0,3,CBlock,3.0,468,350,818,3,Y,SBrkr,818,406,1224,1,0,3,1,3,0,Detchd,1926.0,Unf,1,210,0,0,115000
1179,54.0,7681,Crawfor,5,1921,1950,0.0,3,BrkTil,3.0,0,731,731,5,Y,SBrkr,820,523,1343,1,1,3,1,3,1,Detchd,1921.0,Unf,1,186,192,0,154900
1180,77.0,8335,Edwards,5,1954,1954,0.0,3,Slab,4.0,0,0,0,4,Y,SBrkr,1124,0,1124,1,0,3,1,3,1,,,,0,0,0,36,93000
1181,69.0,11170,Timber,7,1990,1991,0.0,3,Wood,4.0,1216,0,1216,5,Y,SBrkr,1298,1216,2514,2,1,4,1,3,0,Attchd,1990.0,Fin,2,693,0,0,250000
1182,64.0,5587,Crawfor,8,2008,2008,186.0,5,PConc,5.0,1480,120,1600,5,Y,SBrkr,1652,0,1652,2,0,2,1,4,1,Attchd,2008.0,Fin,2,482,162,53,392500
1183,160.0,15623,NoRidge,10,1996,1996,0.0,4,PConc,5.0,2096,300,2396,5,Y,SBrkr,2411,2065,4476,3,1,4,1,5,2,Attchd,1996.0,Fin,3,813,171,78,745000
1184,60.0,10800,OldTown,5,1920,1950,0.0,3,BrkTil,3.0,821,299,1120,5,Y,SBrkr,1130,0,1130,1,0,2,1,3,1,Detchd,1970.0,Unf,2,720,229,0,120000
1185,50.0,35133,Timber,5,1963,1963,226.0,3,CBlock,3.0,1159,413,1572,4,Y,SBrkr,1572,0,1572,1,1,3,1,3,2,2Types,1963.0,RFn,3,995,0,263,186700
1186,60.0,9738,Edwards,5,1924,1950,0.0,3,BrkTil,3.0,392,392,784,4,Y,SBrkr,949,272,1221,1,0,4,1,3,0,Attchd,1965.0,Unf,1,392,0,0,104900
1187,107.0,10615,OldTown,3,1900,1970,0.0,3,CBlock,2.0,440,538,978,3,Y,SBrkr,1014,685,1699,2,0,3,2,3,0,CarPort,1920.0,Unf,2,420,0,74,95000
1188,89.0,12461,NoRidge,8,1994,1995,0.0,4,PConc,4.0,1456,168,1624,5,Y,SBrkr,1624,0,1624,2,0,2,1,4,1,Attchd,1994.0,RFn,3,757,0,114,262000
1189,68.0,8935,CollgCr,7,2002,2002,95.0,4,PConc,4.0,0,831,831,5,Y,SBrkr,831,829,1660,2,1,3,1,4,0,Attchd,2002.0,RFn,2,493,144,68,195000
1190,60.0,7500,Gilbert,7,1999,1999,0.0,3,PConc,3.0,0,994,994,4,Y,SBrkr,1028,776,1804,2,1,3,1,4,1,Attchd,1999.0,Fin,2,442,140,60,189000
1191,69.0,32463,Mitchel,4,1961,1975,149.0,3,CBlock,3.0,1159,90,1249,5,Y,SBrkr,1622,0,1622,1,0,3,1,3,1,2Types,1975.0,Fin,4,1356,439,0,168000
1192,24.0,2645,Somerst,8,1999,2000,456.0,4,PConc,4.0,0,776,776,5,Y,SBrkr,764,677,1441,2,1,2,1,4,0,Detchd,1999.0,Unf,2,492,206,0,174000
1193,60.0,9600,OldTown,5,1925,1994,0.0,3,PConc,3.0,0,702,702,4,Y,SBrkr,842,630,1472,1,0,3,1,4,0,Detchd,1925.0,Unf,1,250,0,0,125000
1194,69.0,4500,Mitchel,6,1999,1999,425.0,3,PConc,5.0,883,341,1224,5,Y,SBrkr,1224,0,1224,2,0,2,1,3,0,Attchd,1999.0,Fin,2,402,0,304,165000
1195,80.0,9364,Sawyer,6,1969,1969,143.0,3,CBlock,3.0,371,292,663,3,Y,SBrkr,663,689,1352,1,1,4,1,3,0,Attchd,1969.0,Fin,1,299,379,36,158000
1196,51.0,8029,Gilbert,6,2005,2005,0.0,3,PConc,4.0,0,728,728,5,Y,SBrkr,728,728,1456,2,1,3,1,4,0,Attchd,2005.0,Fin,2,400,100,24,176000
1197,58.0,14054,Gilbert,7,2006,2006,0.0,4,PConc,4.0,0,879,879,5,Y,SBrkr,879,984,1863,2,1,4,1,4,1,BuiltIn,2006.0,Fin,3,660,100,17,219210
1198,65.0,8850,OldTown,7,1916,1950,0.0,3,BrkTil,3.0,0,815,815,5,Y,SBrkr,815,875,1690,1,0,3,1,3,1,Detchd,1916.0,Unf,1,225,0,0,144000
1199,70.0,9100,CollgCr,7,2001,2001,0.0,4,PConc,4.0,0,1212,1212,5,Y,SBrkr,1212,0,1212,2,0,3,1,4,0,Attchd,2001.0,RFn,2,573,356,0,178000
1200,75.0,11235,Sawyer,4,1963,1979,51.0,3,CBlock,3.0,547,504,1051,4,Y,SBrkr,1382,0,1382,1,1,3,1,3,1,Attchd,1974.0,Unf,2,459,0,82,148000
1201,71.0,9353,NAmes,4,1970,1970,0.0,3,CBlock,3.0,0,864,864,4,Y,SBrkr,864,0,864,1,0,3,1,3,0,Attchd,1972.0,Unf,1,280,0,0,116050
1202,80.0,10400,CollgCr,7,1998,1998,0.0,3,PConc,4.0,0,866,866,5,Y,SBrkr,866,913,1779,2,1,3,1,4,0,Attchd,1998.0,RFn,2,546,198,36,197900
1203,50.0,6000,BrkSide,5,1925,1997,0.0,3,BrkTil,3.0,0,884,884,5,Y,SBrkr,884,464,1348,1,0,3,1,3,1,Detchd,1960.0,Unf,1,216,0,0,117000
1204,75.0,9750,CollgCr,7,2000,2001,171.0,4,PConc,4.0,0,1630,1630,5,Y,SBrkr,1630,0,1630,2,0,3,1,4,1,Attchd,2000.0,Unf,2,451,74,234,213000
1205,78.0,10140,NWAmes,5,1975,1975,0.0,3,CBlock,4.0,788,268,1056,5,Y,SBrkr,1074,0,1074,1,1,3,1,3,0,Attchd,1975.0,RFn,2,495,0,88,153500
1206,90.0,14684,SawyerW,7,1990,1991,234.0,4,CBlock,4.0,485,1496,2158,4,Y,SBrkr,2196,0,2196,2,0,3,1,4,1,Attchd,1990.0,RFn,3,701,84,70,271900
1207,69.0,8900,SawyerW,4,1966,1966,0.0,3,CBlock,3.0,1056,0,1056,3,Y,SBrkr,1056,0,1056,1,0,2,1,3,0,Detchd,1966.0,Unf,1,384,0,42,107000
1208,70.0,9135,CollgCr,6,2003,2003,120.0,4,PConc,4.0,340,1342,1682,5,Y,SBrkr,1700,0,1700,2,0,3,1,4,0,Attchd,2003.0,RFn,2,544,192,23,200000
1209,70.0,7763,NAmes,5,1962,1980,0.0,3,CBlock,3.0,504,319,931,3,Y,SBrkr,1283,0,1283,1,0,3,1,3,0,Detchd,1980.0,Unf,2,506,0,0,140000
1210,85.0,10182,Somerst,8,2006,2006,420.0,4,PConc,5.0,1220,440,1660,5,Y,SBrkr,1660,0,1660,2,0,3,1,4,1,Attchd,2006.0,RFn,2,500,322,50,290000
1211,70.0,11218,SawyerW,6,1992,1992,0.0,4,PConc,4.0,0,1055,1055,5,Y,SBrkr,1055,790,1845,2,1,3,1,4,1,Attchd,1992.0,RFn,2,462,635,104,189000
1212,152.0,12134,Gilbert,8,1988,2005,0.0,4,Wood,4.0,427,132,559,4,Y,SBrkr,1080,672,1752,2,0,4,1,3,0,Basment,1988.0,RFn,2,492,325,12,164000
1213,50.0,9340,Edwards,4,1941,1950,0.0,3,CBlock,3.0,344,328,672,3,Y,SBrkr,672,0,672,1,0,2,1,3,0,Attchd,1941.0,Unf,1,234,0,113,113000
1214,69.0,10246,Sawyer,4,1965,2001,0.0,3,CBlock,3.0,648,0,648,5,Y,SBrkr,960,0,960,0,0,0,1,3,0,Attchd,1965.0,Unf,1,364,88,0,145000
1215,69.0,10205,NAmes,5,1962,1962,0.0,3,CBlock,3.0,784,141,925,3,Y,SBrkr,999,0,999,1,0,3,1,3,0,Attchd,1962.0,Unf,1,300,150,72,134500
1216,99.0,7094,Sawyer,5,1966,1966,0.0,3,CBlock,3.0,180,340,894,3,Y,SBrkr,894,0,894,1,0,3,1,3,0,Detchd,1966.0,RFn,1,384,0,0,125000
1217,68.0,8930,Sawyer,6,1978,1978,0.0,3,Slab,4.0,0,0,0,3,Y,SBrkr,1318,584,1902,2,0,4,2,3,0,Attchd,1978.0,Unf,2,539,0,0,112000
1218,72.0,8640,Somerst,8,2009,2009,72.0,4,PConc,4.0,936,364,1300,5,Y,SBrkr,1314,0,1314,2,0,3,1,4,0,Attchd,2009.0,RFn,2,552,135,112,229456
1219,52.0,6240,BrkSide,4,1947,1950,0.0,3,Slab,4.0,0,0,0,4,N,SBrkr,672,240,912,1,0,2,1,3,0,,,,0,0,0,0,80500
1220,21.0,1680,BrDale,6,1971,1971,236.0,3,CBlock,3.0,0,672,672,3,Y,SBrkr,672,546,1218,1,1,3,1,3,0,,,,0,0,201,0,91500
1221,66.0,7800,NAmes,5,1964,1964,0.0,3,CBlock,3.0,312,0,912,3,Y,SBrkr,912,0,912,1,0,2,1,3,0,Attchd,1964.0,Unf,1,288,0,0,115000
1222,55.0,8250,Sawyer,5,1968,1968,0.0,3,CBlock,3.0,250,210,952,5,Y,SBrkr,1211,0,1211,1,0,3,1,3,1,Attchd,1968.0,Unf,1,322,0,63,134000
1223,78.0,10496,NAmes,6,1949,1950,320.0,3,CBlock,3.0,196,844,1040,5,Y,SBrkr,1168,678,1846,2,0,3,1,3,1,Attchd,1949.0,Unf,1,315,0,0,143000
1224,89.0,10680,NAmes,5,1951,1951,44.0,3,CBlock,3.0,756,1380,2136,3,N,FuseA,2136,0,2136,2,0,4,1,3,0,Detchd,1951.0,Unf,2,528,0,30,137900
1225,60.0,15384,Gilbert,7,2004,2005,0.0,4,PConc,4.0,724,64,788,5,Y,SBrkr,788,702,1490,2,1,3,1,4,1,Attchd,2004.0,Fin,2,388,100,75,184000
1226,65.0,10482,NAmes,6,1958,1958,63.0,3,CBlock,3.0,507,81,588,5,Y,SBrkr,1138,0,1138,1,0,3,1,3,0,Attchd,1958.0,RFn,1,264,224,0,145000
1227,86.0,14598,Somerst,6,2007,2007,74.0,4,PConc,4.0,0,894,894,5,Y,SBrkr,894,1039,1933,2,1,4,1,4,1,BuiltIn,2007.0,Fin,3,668,100,18,214000
1228,72.0,8872,NAmes,5,1965,2008,300.0,3,CBlock,3.0,595,317,912,5,Y,SBrkr,912,0,912,1,0,2,1,4,0,Detchd,1992.0,Unf,2,576,0,240,147000
1229,65.0,8769,NridgHt,9,2008,2008,766.0,5,PConc,5.0,1540,162,1702,5,Y,SBrkr,1702,0,1702,1,1,1,1,5,1,Attchd,2008.0,Fin,3,1052,0,72,367294
1230,70.0,7910,NAmes,5,1960,1960,0.0,3,CBlock,3.0,666,409,1075,4,Y,SBrkr,1507,0,1507,2,0,4,1,3,0,Basment,1960.0,Unf,1,404,0,0,127000
1231,69.0,18890,Sawyer,5,1977,1977,1.0,3,CBlock,4.0,498,652,1361,5,Y,SBrkr,1361,1259,2620,2,2,4,2,3,1,BuiltIn,1977.0,RFn,2,600,155,24,190000
1232,70.0,7728,NAmes,5,1962,1962,120.0,3,CBlock,3.0,803,303,1106,3,Y,SBrkr,1190,0,1190,1,0,3,1,3,0,Attchd,1962.0,Unf,2,540,0,18,132500
1233,70.0,9842,NAmes,4,1962,1962,0.0,3,Slab,4.0,0,0,0,3,Y,SBrkr,1224,0,1224,2,0,2,2,3,0,CarPort,1962.0,Unf,2,462,0,0,101800
1234,69.0,12160,NAmes,5,1959,1959,180.0,3,CBlock,3.0,1000,188,1188,2,Y,SBrkr,1188,0,1188,1,0,3,1,3,0,Attchd,1959.0,RFn,2,531,0,0,142000
1235,55.0,8525,SWISU,5,1911,1950,0.0,3,PConc,3.0,0,940,940,3,N,FuseA,1024,940,1964,1,1,4,1,3,0,,,,0,0,0,192,130000
1236,96.0,13132,Crawfor,5,1914,1950,0.0,3,BrkTil,4.0,0,747,747,4,Y,FuseF,892,892,1784,1,1,4,1,3,0,Detchd,1914.0,Unf,1,180,203,40,138887
1237,36.0,2628,NridgHt,7,2003,2003,106.0,4,PConc,4.0,0,764,764,5,Y,SBrkr,764,862,1626,2,1,2,1,4,0,BuiltIn,2003.0,RFn,2,474,0,27,175500
1238,41.0,12393,CollgCr,7,2004,2005,0.0,4,PConc,4.0,0,847,847,5,Y,SBrkr,847,1101,1948,2,1,4,1,4,1,BuiltIn,2004.0,Fin,2,434,100,48,195000
1239,63.0,13072,SawyerW,6,2005,2005,0.0,4,PConc,4.0,0,1141,1141,5,Y,SBrkr,1141,0,1141,1,1,3,1,3,0,Detchd,2005.0,Unf,2,484,0,0,142500
1240,64.0,9037,Timber,8,2006,2006,32.0,4,PConc,4.0,428,1048,1476,5,Y,SBrkr,1484,0,1484,2,0,2,1,5,1,Attchd,2006.0,RFn,2,472,120,33,265900
1241,65.0,8158,CollgCr,7,2003,2003,252.0,4,PConc,4.0,550,334,884,5,Y,SBrkr,884,884,1768,2,1,3,1,4,0,Attchd,2003.0,RFn,2,543,0,63,224900
1242,83.0,9849,Somerst,7,2007,2007,0.0,4,PConc,4.0,0,1689,1689,5,Y,SBrkr,1689,0,1689,2,0,3,1,4,0,Attchd,2007.0,RFn,3,954,0,56,248328
1243,85.0,10625,NWAmes,7,1974,1974,81.0,3,CBlock,4.0,885,0,1053,3,Y,SBrkr,1173,0,1173,2,0,3,1,4,2,Attchd,1974.0,RFn,2,528,0,120,170000
1244,107.0,13891,NridgHt,10,2006,2006,0.0,5,PConc,5.0,1386,690,2076,5,Y,SBrkr,2076,0,2076,2,1,2,1,5,1,Attchd,2006.0,Fin,3,850,216,229,465000
1245,69.0,11435,Crawfor,8,1929,1950,0.0,3,PConc,4.0,0,792,792,2,Y,SBrkr,792,725,1517,1,0,3,1,4,2,Detchd,1931.0,Unf,2,400,0,0,230000
