LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice,SalePrice_pred
58.0,17104,7,2006,2006,0.0,4,5,4.0,554,100,654,5,1,4.0,664,832,1496,2,1,3,1,4,1,2,426,100,24,179665,219165
69.0,13837,7,1988,1988,178.0,4,5,4.0,1002,0,1204,4,1,4.0,1377,806,2183,2,1,4,1,4,0,3,786,0,0,229000,334923
70.0,8737,6,1923,1950,0.0,3,3,4.0,300,765,1065,5,1,2.0,915,720,1635,1,1,3,1,3,1,2,440,0,38,210000,171187
54.0,7244,5,1970,1970,0.0,3,2,4.0,619,149,768,5,1,4.0,768,0,768,1,0,2,1,3,0,2,624,104,0,129500,116304
49.0,8235,5,1955,1995,0.0,3,2,3.0,180,0,825,3,1,4.0,825,0,825,1,0,2,1,3,0,2,720,140,50,125000,430174
75.0,9375,7,2003,2004,0.0,4,5,4.0,0,912,912,5,1,4.0,912,1182,2094,2,1,4,1,4,1,2,615,182,182,263000,204699
53.0,4043,6,1977,1977,0.0,3,2,4.0,559,510,1069,3,1,4.0,1069,0,1069,2,0,2,1,3,0,2,440,0,55,140000,130100
50.0,6000,5,1957,1957,0.0,3,2,3.0,308,620,928,4,1,2.0,928,0,928,1,0,3,1,3,0,1,288,0,0,112500,72871
87.0,11146,8,2006,2006,250.0,4,5,5.0,0,1709,1709,5,1,4.0,1717,0,1717,2,0,3,1,4,1,3,908,169,39,255500,278580
67.0,8777,4,1949,2003,0.0,3,2,4.0,0,0,0,5,1,4.0,1126,0,1126,2,0,2,1,4,0,2,520,0,96,108000,19683
85.0,10625,7,2003,2004,292.0,4,5,4.0,866,132,998,5,1,4.0,1006,1040,2046,2,1,3,1,4,1,3,871,320,62,284000,269600
58.0,6380,5,1922,1950,0.0,3,3,3.0,0,993,993,3,1,2.0,1048,0,1048,1,0,2,1,3,1,1,280,0,0,113000,74318
69.0,14850,5,1957,1957,0.0,3,2,3.0,895,197,1092,3,1,2.0,1092,0,1092,1,0,2,1,3,1,1,299,268,0,141000,86950
60.0,11040,4,1920,1950,0.0,3,2,3.0,637,0,637,4,1,4.0,897,439,1336,1,1,3,1,3,0,1,570,0,47,108000,21579
57.0,21872,7,1996,1997,0.0,3,5,4.0,604,125,729,5,1,4.0,729,717,1446,2,1,3,1,3,1,2,406,264,22,175000,185911
69.0,3196,7,2003,2004,18.0,4,5,4.0,0,1374,1374,5,1,4.0,1557,0,1557,2,0,2,1,4,1,2,420,143,20,234000,184250
69.0,11341,5,1957,1996,180.0,3,2,4.0,1302,90,1392,3,1,4.0,1392,0,1392,1,1,3,1,3,1,2,528,0,0,121500,160858
77.0,10010,5,1974,1975,0.0,3,2,4.0,1071,195,1389,4,1,4.0,1389,0,1389,1,0,2,1,3,1,2,418,240,38,170000,199431
63.0,13907,5,1940,1969,0.0,3,2,3.0,290,706,996,5,1,4.0,996,0,996,1,0,3,1,3,1,0,0,144,0,108000,48693
66.0,21780,6,1918,1950,0.0,3,3,4.0,0,1163,1163,5,1,4.0,1163,511,1674,2,0,4,1,3,1,2,396,72,36,185000,139673
69.0,13346,7,1992,2000,0.0,4,5,4.0,728,367,1095,5,1,4.0,1166,1129,2295,2,1,4,1,4,1,2,590,0,40,268000,216343
66.0,6858,6,1915,1950,0.0,3,5,4.0,0,806,806,3,0,1.0,841,806,1647,1,1,4,1,2,0,1,216,0,66,128000,116262
77.0,11198,9,2005,2007,245.0,4,5,4.0,0,1122,1122,5,1,4.0,1134,1370,2504,2,1,4,1,5,1,3,656,144,39,325000,296039
70.0,10171,7,2004,2004,168.0,4,5,4.0,2,1515,1517,5,1,4.0,1535,0,1535,2,0,3,1,4,0,2,532,0,0,214000,199554
79.0,12327,8,1983,2009,0.0,4,2,4.0,1441,55,1496,5,1,4.0,1496,636,2132,1,1,1,1,4,1,2,612,349,40,316600,208336
69.0,7032,5,1979,1979,0.0,3,2,4.0,943,0,943,3,1,4.0,943,0,943,1,0,2,1,3,2,2,600,42,0,135960,153854
74.0,13101,5,1965,1965,108.0,3,2,3.0,231,1497,1728,3,1,4.0,1728,0,1728,2,0,6,2,3,0,2,576,0,0,142600,128343
60.0,7332,6,1959,1959,207.0,3,2,3.0,414,450,864,5,1,4.0,864,0,864,1,0,2,1,4,0,1,288,168,0,120000,95759
83.0,13159,7,2009,2009,0.0,3,5,5.0,0,846,846,4,1,4.0,846,846,1692,2,1,3,1,4,0,2,650,208,114,224500,196766
76.0,9967,7,2000,2000,0.0,3,5,4.0,0,384,384,5,1,4.0,774,656,1430,2,1,3,1,3,1,2,400,100,0,170000,149687
70.0,10500,5,1971,2005,82.0,3,2,3.0,349,23,372,3,1,4.0,576,533,1109,1,0,3,1,3,0,1,288,35,0,139000,66758
80.0,8480,5,1947,1950,0.0,3,2,3.0,442,390,832,3,1,4.0,832,384,1216,1,0,2,1,3,0,1,336,158,0,118500,53089
52.0,6292,7,1928,1950,0.0,3,3,3.0,0,861,861,4,1,4.0,877,600,1477,2,0,3,1,3,1,1,216,0,50,145000,97229
96.0,11777,5,1966,1966,97.0,3,2,3.0,328,285,1164,5,1,4.0,1320,0,1320,1,0,3,1,3,2,2,564,160,68,164500,406309
34.0,3604,7,2007,2007,0.0,4,5,4.0,0,689,689,5,1,4.0,703,689,1392,2,0,2,1,4,0,2,540,0,102,146000,190933
81.0,12150,5,1954,1954,335.0,3,3,3.0,0,1050,1050,5,0,1.0,1050,745,1795,2,0,4,1,3,0,1,352,0,0,131500,146280
69.0,14585,6,1960,1987,85.0,3,2,3.0,594,331,1144,5,1,4.0,1429,0,1429,1,0,3,1,4,2,2,572,216,110,181900,235973
98.0,12704,8,2008,2009,306.0,5,5,5.0,0,2042,2042,5,1,4.0,2042,0,2042,2,1,3,1,5,1,3,1390,0,90,253293,307456
81.0,11841,6,1990,1990,104.0,3,2,4.0,816,0,816,3,1,4.0,816,0,816,1,0,3,1,3,0,0,0,0,32,118500,89831
75.0,13500,10,1893,2000,0.0,5,3,3.0,0,1237,1237,4,1,4.0,1521,1254,2775,3,1,3,1,4,1,2,880,105,502,325000,152385
51.0,6120,4,1935,1995,0.0,3,3,3.0,0,884,884,5,1,4.0,989,584,1573,1,0,3,1,4,0,1,240,0,0,133000,68994
88.0,11443,8,2005,2006,208.0,4,5,5.0,1460,408,1868,5,1,4.0,2028,0,2028,2,0,2,1,4,2,3,880,326,66,369900,288079
55.0,10267,6,1918,2000,0.0,3,3,3.0,210,0,816,5,1,4.0,838,0,838,1,0,2,1,2,0,1,275,0,0,130000,391891
74.0,8740,5,1982,1982,0.0,3,2,3.0,672,168,840,3,1,4.0,860,0,860,1,0,2,1,3,0,2,528,0,0,137000,89854
65.0,25095,5,1968,2003,0.0,3,2,3.0,1324,113,1437,5,1,4.0,1473,0,1473,1,0,1,1,5,2,1,452,0,48,143000,130129
50.0,9100,5,1930,1960,0.0,3,3,3.0,0,742,742,3,1,2.0,779,0,935,1,0,2,1,3,0,1,308,0,0,79500,312600
64.0,8320,7,2004,2004,0.0,4,5,4.0,490,280,770,5,1,4.0,770,812,1582,2,1,3,1,4,0,2,520,0,45,185900,201127
97.0,13478,10,2008,2008,420.0,5,5,5.0,1338,384,1722,5,1,4.0,1728,568,2296,2,1,3,1,5,1,3,842,382,274,451950,339805
60.0,6600,5,1982,2003,0.0,3,5,3.0,816,0,816,5,1,4.0,816,0,816,1,0,2,1,3,0,2,816,0,0,138000,110807
69.0,4435,6,2003,2003,170.0,4,5,4.0,685,163,848,5,1,4.0,848,0,848,1,0,1,1,4,0,2,420,140,0,140000,189289
88.0,7990,5,1975,1975,0.0,3,2,4.0,0,924,924,3,1,4.0,924,0,924,1,0,3,1,3,0,1,280,0,0,110000,83282
69.0,11302,8,2005,2006,238.0,4,5,4.0,1422,392,1814,5,1,4.0,1826,0,1826,2,0,3,1,4,1,3,758,180,75,319000,263408
60.0,3600,6,1910,1993,0.0,3,2,3.0,0,684,684,5,0,2.0,684,684,1368,1,0,3,1,3,0,1,216,0,158,114504,96263
53.0,3922,7,2006,2007,72.0,4,5,5.0,0,1258,1258,5,1,4.0,1402,0,1402,0,2,2,1,4,1,3,648,120,16,194201,229699
80.0,12984,5,1977,1977,459.0,3,2,4.0,1283,0,1430,5,1,4.0,1647,0,1647,2,0,3,1,4,1,2,621,0,0,217500,268744
24.0,1950,6,1980,1980,0.0,3,2,4.0,81,23,716,3,1,4.0,716,840,1556,2,1,3,1,3,1,2,452,161,0,151000,493526
74.0,10927,8,2005,2005,280.0,4,5,4.0,546,512,1058,5,1,4.0,1058,846,1904,2,1,3,1,5,1,2,736,179,60,275000,259512
50.0,9000,6,1937,1950,0.0,3,5,3.0,0,780,780,3,1,4.0,780,595,1375,1,1,3,1,4,1,1,544,0,162,141000,84356
80.0,10041,8,1992,1992,0.0,4,5,4.0,789,119,908,5,1,4.0,927,988,1915,2,1,3,1,4,1,2,506,120,150,220000,214849
30.0,3182,7,2004,2005,0.0,4,5,4.0,0,600,600,5,1,4.0,600,600,1200,2,1,2,1,4,0,2,480,0,172,151000,185206
88.0,12803,7,2002,2002,99.0,4,5,4.0,922,572,1494,5,1,4.0,1494,0,1494,2,0,3,1,4,1,2,530,192,36,221000,212961
85.0,13600,7,1965,1990,176.0,3,2,3.0,454,314,768,3,1,4.0,1186,800,1986,2,1,3,1,3,3,2,486,0,42,205000,156632
82.0,12464,5,1996,1996,0.0,3,5,4.0,732,308,1040,4,1,4.0,1040,0,1040,1,0,3,1,4,0,2,576,168,0,152000,141006
78.0,7800,5,1948,2002,0.0,3,2,3.0,603,293,896,5,1,4.0,1112,896,2008,3,0,3,1,5,0,1,230,103,0,225000,105732
78.0,12168,8,1934,1998,0.0,3,5,4.0,428,537,965,3,1,4.0,1940,1254,3194,2,1,4,1,3,2,2,380,0,0,359100,122789
61.0,7943,4,1961,1961,192.0,3,2,3.0,903,126,1029,4,1,4.0,1029,0,1029,1,0,3,1,3,0,1,261,64,0,118500,72851
69.0,11050,9,2000,2000,204.0,4,5,5.0,904,536,1440,5,1,4.0,1476,677,2153,2,1,3,1,5,2,3,736,253,142,313000,318462
69.0,10395,6,1978,1978,233.0,3,2,4.0,605,427,1032,3,1,4.0,1032,0,1032,2,0,3,1,3,1,2,564,0,0,148000,173264
69.0,11885,8,2001,2001,108.0,4,5,4.0,990,309,1299,5,1,4.0,1299,573,1872,2,1,3,1,5,1,2,531,160,122,261500,237800
70.0,8402,5,2007,2007,0.0,3,5,4.0,206,914,1120,5,1,4.0,1120,0,1120,1,0,3,1,3,0,0,0,0,30,147000,86353
21.0,1491,4,1972,1972,0.0,3,2,4.0,150,0,630,5,1,4.0,630,0,630,1,0,1,1,3,0,0,0,96,24,75500,316985
80.0,8800,6,1963,1963,156.0,3,5,3.0,763,173,936,5,1,4.0,1054,0,1054,1,0,3,1,4,0,2,480,120,0,137500,117144
69.0,7861,6,2002,2003,0.0,4,5,4.0,457,326,783,5,1,4.0,807,702,1509,2,1,3,1,4,1,2,393,100,75,183200,201764
59.0,7227,6,1954,1954,0.0,3,2,3.0,0,832,832,4,1,4.0,832,0,832,1,0,2,1,4,0,2,528,0,0,105500,94140
90.0,11694,9,2007,2007,452.0,5,5,5.0,48,1774,1822,5,1,4.0,1828,0,1828,2,0,3,1,4,1,3,774,0,108,314813,321464
85.0,12244,8,2003,2003,226.0,4,5,4.0,871,611,1482,5,1,4.0,1482,780,2262,2,1,4,1,4,2,3,749,168,0,305000,292950
45.0,8248,3,1914,1950,0.0,3,3,3.0,41,823,864,3,0,1.0,864,0,864,1,0,2,1,3,0,0,0,0,0,67000,40758
90.0,10800,6,1974,1997,0.0,3,2,3.0,956,384,1522,3,1,4.0,1548,1066,2614,2,1,4,1,3,1,2,624,38,243,240000,227583
71.0,7064,5,1977,1977,153.0,3,2,3.0,560,420,980,3,1,4.0,980,0,980,1,0,3,1,3,0,2,484,192,0,135000,99969
69.0,2117,6,2000,2000,513.0,4,5,4.0,420,336,756,5,1,4.0,756,756,1512,2,1,2,1,4,1,2,440,0,32,168500,259261
80.0,10400,6,1972,1972,288.0,3,2,3.0,247,485,732,4,1,4.0,1012,778,1790,1,2,4,1,3,1,2,484,148,0,165150,124936
87.0,10000,6,1962,1962,261.0,3,2,3.0,0,1116,1116,3,1,4.0,1116,0,1116,1,1,3,1,3,0,2,440,0,0,160000,109864
69.0,12342,5,1960,1978,0.0,3,2,3.0,0,978,978,3,1,4.0,1422,0,1422,1,0,3,1,3,1,1,286,0,0,139900,32404
80.0,9600,6,1955,1972,164.0,3,2,3.0,674,350,1156,5,1,4.0,1520,0,1520,1,0,3,1,3,2,1,364,0,0,153000,162375
70.0,11606,5,1969,1969,192.0,3,5,4.0,650,390,1040,3,1,4.0,1040,1040,2080,1,2,5,1,2,2,2,504,335,0,135000,174921
82.0,9020,6,1964,1964,259.0,3,2,3.0,624,288,1248,3,1,4.0,1350,0,1350,1,1,3,1,3,0,2,520,176,0,168500,286575
50.0,9000,5,1880,1991,0.0,3,3,2.0,0,636,636,3,1,2.0,1089,661,1750,1,0,3,1,5,0,1,240,0,0,124000,31942
34.0,4590,8,2006,2006,108.0,4,5,4.0,24,1530,1554,5,1,4.0,1554,0,1554,2,0,2,1,4,1,2,627,156,73,209500,214922
85.0,11900,7,1977,1977,209.0,3,2,3.0,822,564,1386,3,1,4.0,1411,0,1411,2,0,3,1,3,1,2,544,192,0,82500,147544
80.0,9250,5,1954,2005,0.0,3,2,3.0,480,108,1056,3,1,4.0,1056,0,1056,1,0,3,1,3,0,1,260,390,0,139400,314262
64.0,6979,6,1980,1980,0.0,3,2,3.0,1056,0,1056,4,1,4.0,1056,0,1056,0,0,0,2,3,0,2,576,264,56,144000,117993
60.0,10896,6,1914,1995,0.0,2,2,3.0,256,1184,1440,5,1,2.0,1440,1440,3395,2,0,8,2,2,0,0,0,0,110,200000,919200
51.0,6120,2,1936,1950,0.0,2,3,3.0,0,264,264,2,0,2.0,800,0,800,1,0,1,1,2,1,0,0,0,0,60000,-32546
50.0,6000,5,1954,1954,0.0,3,2,3.0,0,811,811,3,1,2.0,811,576,1387,2,0,3,2,4,0,1,256,0,0,93000,125426
67.0,8777,5,1910,1950,0.0,3,2,2.0,0,796,796,4,1,2.0,796,0,796,1,0,2,1,3,0,0,0,328,0,85000,2347
53.0,3982,8,2006,2006,0.0,4,5,4.0,1154,366,1520,5,1,4.0,1567,0,1567,2,0,1,1,5,1,3,648,312,0,264561,249850
62.0,12677,8,2003,2004,472.0,5,5,5.0,1218,300,1518,5,1,4.0,1518,0,1518,1,1,1,1,5,1,2,588,185,140,274000,298028
69.0,7050,7,2001,2001,0.0,4,5,4.0,738,319,1057,5,1,4.0,1057,872,1929,2,1,3,1,4,1,2,650,0,235,226000,205617
75.0,13860,8,1972,1995,0.0,4,2,4.0,1410,542,1952,4,1,4.0,2000,704,2704,2,1,4,1,5,3,2,538,269,111,345000,246762
80.0,10793,5,1969,1969,263.0,3,2,3.0,493,0,780,5,1,4.0,780,840,1620,2,1,4,1,3,0,2,462,208,0,152000,291079
85.0,9187,9,2009,2009,162.0,5,5,5.0,1121,645,1766,5,1,4.0,1766,0,1766,2,1,2,1,5,1,3,478,195,130,370878,313071
69.0,10530,6,1971,1971,0.0,3,2,3.0,282,664,981,3,1,4.0,981,0,981,1,1,3,1,3,0,2,576,0,312,143250,86275
60.0,7200,5,1950,1950,0.0,3,2,4.0,0,0,0,4,1,4.0,1048,0,1048,1,0,3,1,3,0,2,420,0,27,98300,3240
85.0,10452,6,1953,1953,216.0,3,2,3.0,500,594,1094,5,1,4.0,1094,0,1094,1,0,3,1,3,2,2,495,0,0,155000,146207
70.0,7700,6,1966,1966,351.0,3,2,3.0,0,756,756,3,1,4.0,1051,788,1839,1,1,4,1,3,1,2,442,0,124,155000,115998
21.0,1936,4,1970,1970,0.0,3,2,4.0,131,0,630,4,1,4.0,630,0,630,1,0,1,1,3,0,0,0,0,0,84500,327111
65.0,8125,7,2007,2007,0.0,4,5,4.0,0,813,813,5,1,4.0,822,843,1665,2,1,3,1,4,0,2,562,0,0,205950,200310
60.0,9084,4,1940,1950,0.0,3,2,3.0,0,755,755,3,1,4.0,755,755,1510,1,0,4,1,3,1,1,296,120,0,108000,64618
70.0,8750,7,1996,1996,0.0,4,5,4.0,0,880,880,5,1,4.0,909,807,1716,2,1,2,1,4,1,2,512,0,120,191000,201550
60.0,10320,6,1906,1995,0.0,3,2,3.0,0,756,756,5,1,4.0,756,713,1469,1,0,3,1,3,0,1,216,57,0,135000,78558
91.0,10437,8,1995,1995,660.0,4,5,4.0,1696,413,2109,5,1,4.0,2113,0,2113,2,1,2,1,4,1,3,839,236,46,350000,304053
21.0,1680,6,1971,1971,381.0,3,2,3.0,0,525,525,3,1,4.0,525,567,1092,1,1,3,1,3,0,1,264,0,0,88000,113676
72.0,10007,5,1959,2006,54.0,4,2,3.0,806,247,1053,5,1,4.0,1053,0,1053,1,1,3,1,4,0,1,312,0,0,145500,108290
60.0,7200,7,1931,2000,0.0,3,3,4.0,0,776,776,3,1,4.0,851,651,1502,1,1,3,1,3,1,1,270,0,0,149000,126457
78.0,17503,6,1948,1950,0.0,3,2,3.0,0,912,912,3,1,4.0,912,546,1458,1,0,3,1,3,1,1,330,192,0,97500,75633
75.0,9937,5,1964,1999,0.0,3,5,3.0,637,849,1486,5,1,4.0,1486,0,1486,1,0,3,1,3,0,2,480,0,0,167000,106496
69.0,12384,7,1976,1976,233.0,3,2,4.0,0,793,793,3,1,4.0,1142,793,1935,2,1,3,1,3,1,2,550,0,113,197900,148097
52.0,46589,8,1994,2005,528.0,4,5,4.0,1361,88,1629,5,1,4.0,1686,762,2448,2,1,4,1,4,1,3,711,517,76,402000,387601
120.0,13560,6,1968,1968,216.0,3,2,2.0,0,1392,1392,4,1,4.0,1392,0,1392,1,0,2,1,3,2,2,576,0,0,110000,116402
90.0,10012,4,1972,1972,0.0,3,2,4.0,920,38,1138,3,1,4.0,1181,0,1181,2,0,3,1,3,0,2,588,0,0,137500,210173
49.0,20896,8,2005,2006,0.0,4,5,5.0,1721,356,2077,5,1,4.0,2097,0,2097,1,1,1,1,5,1,3,1134,192,267,423000,253876
106.0,11194,8,2000,2000,40.0,4,5,4.0,0,1406,1406,5,1,4.0,1454,482,1936,2,1,3,1,4,1,2,504,188,124,230500,202477
69.0,18450,6,1965,1979,113.0,3,2,4.0,187,111,1021,3,1,4.0,1465,915,2380,2,1,3,1,3,1,2,596,0,265,129000,503358
65.0,8125,6,1994,1998,258.0,3,5,4.0,1138,270,1408,5,1,4.0,1679,0,1679,2,0,3,1,4,1,2,575,224,42,193500,180461
69.0,14175,5,1956,1987,0.0,3,2,3.0,988,200,1188,4,1,4.0,1437,0,1437,1,1,3,1,3,1,2,576,304,0,168000,83792
80.0,11600,4,1922,1950,0.0,3,3,2.0,0,700,700,5,1,4.0,1180,0,1180,1,0,2,1,2,1,1,252,0,0,137500,-22330
64.0,8633,6,2005,2005,0.0,4,5,4.0,193,545,738,5,1,4.0,738,738,1476,2,1,3,1,4,0,2,540,100,35,173500,187689
54.0,6629,6,1925,1950,0.0,3,3,3.0,551,121,672,3,0,4.0,697,672,1369,2,0,3,1,3,0,1,300,147,0,103600,86256
69.0,11250,6,1977,1977,0.0,4,2,4.0,767,441,1208,3,1,4.0,1208,0,1208,1,1,3,1,3,1,2,546,198,42,165000,150877
110.0,14442,6,1957,2004,106.0,3,5,3.0,1186,291,1477,5,1,4.0,1839,0,1839,2,0,3,1,4,2,2,416,0,87,257500,144385
80.0,9200,6,1965,1965,0.0,3,2,3.0,892,244,1136,3,1,4.0,1136,0,1136,1,0,3,1,3,1,1,384,426,0,140000,78011
24.0,2289,6,1978,1978,0.0,3,2,3.0,311,544,855,3,1,4.0,855,586,1441,2,1,3,1,3,1,2,440,28,0,148500,133930
60.0,9600,4,1900,1950,0.0,3,3,3.0,0,1095,1095,2,0,4.0,1095,679,1774,2,0,4,2,3,0,3,779,0,0,87000,141954
52.0,9022,5,1924,2006,0.0,4,3,3.0,0,768,768,5,1,4.0,792,0,792,1,0,2,1,4,0,1,240,316,0,109500,84519
80.0,11844,8,2008,2008,464.0,4,5,5.0,0,2046,2046,5,1,4.0,2046,0,2046,2,1,3,1,4,1,3,834,322,82,372500,296146
69.0,9945,5,1961,1961,57.0,3,2,3.0,827,161,988,3,1,4.0,988,0,988,1,0,3,1,3,0,2,572,0,0,128500,89129
50.0,8012,6,1980,1980,0.0,3,2,4.0,543,261,923,3,1,4.0,923,0,923,2,0,2,1,3,1,1,264,80,0,143000,190623
55.0,4500,5,1932,2000,0.0,3,3,3.0,182,611,793,5,1,4.0,848,672,1520,1,0,3,1,3,0,1,281,0,0,159434,75634
69.0,2887,6,1996,1997,0.0,3,5,4.0,1003,288,1291,5,1,4.0,1291,0,1291,1,0,2,1,4,1,2,431,307,0,173000,172314
90.0,11248,9,2002,2002,215.0,4,5,4.0,1059,567,1626,5,1,4.0,1668,0,1668,2,0,3,1,4,1,3,702,257,45,285000,261466
58.0,16770,7,1998,1998,30.0,4,5,4.0,0,1195,1195,4,1,4.0,1195,644,1839,2,1,4,1,3,0,2,486,0,81,221000,177359
69.0,5062,7,1984,1984,0.0,4,2,4.0,828,180,1190,4,1,4.0,1190,900,2090,2,0,3,1,4,1,2,577,219,0,207500,302403
84.0,10207,7,2007,2007,0.0,4,5,4.0,0,874,874,5,1,4.0,874,887,1761,3,0,3,1,4,0,2,578,144,105,227875,198882
69.0,5105,7,2004,2004,0.0,4,5,4.0,239,312,551,5,1,4.0,551,551,1102,2,1,2,1,4,0,2,480,0,60,148800,193273
60.0,8089,8,2007,2007,0.0,4,5,4.0,945,474,1419,5,1,4.0,1419,0,1419,2,0,2,1,4,1,2,567,140,0,392000,219059
61.0,7577,6,2005,2006,256.0,4,5,4.0,20,1342,1362,5,1,4.0,1362,0,1362,2,0,2,1,4,1,2,460,192,28,194700,215301
69.0,4426,6,2004,2004,147.0,4,5,4.0,697,151,848,5,1,4.0,848,0,848,1,0,1,1,4,1,2,420,149,0,141000,204847
104.0,21535,10,1994,1995,1170.0,5,5,5.0,1455,989,2444,5,1,4.0,2444,1872,4316,3,1,4,1,5,2,3,832,382,50,755000,474805
42.0,26178,7,1989,1990,293.0,4,5,4.0,965,245,1210,5,1,4.0,1238,1281,2519,2,1,4,1,4,2,2,628,320,27,335000,262501
60.0,5400,5,1921,1968,0.0,3,3,3.0,0,1073,1073,5,1,4.0,1073,0,1073,1,0,2,1,3,0,1,326,0,0,108480,55485
51.0,6120,5,1936,1950,0.0,3,3,3.0,0,927,927,3,1,4.0,1067,472,1539,1,1,3,1,3,0,2,576,112,0,141500,65100
54.0,13811,6,1987,1987,72.0,3,2,4.0,980,92,1112,4,1,4.0,1137,0,1137,2,0,2,1,4,1,2,551,125,0,176000,195924
50.0,6000,5,1921,1950,0.0,3,2,3.0,616,0,616,4,1,4.0,616,0,616,1,0,2,1,3,0,1,205,0,0,89000,52235
57.0,6420,5,1952,1952,0.0,3,5,5.0,210,219,980,2,1,2.0,1148,0,1148,1,0,2,1,3,0,1,308,0,0,123500,408498
65.0,8450,5,1965,2009,0.0,3,2,3.0,553,224,894,5,1,4.0,894,0,894,1,0,3,1,3,1,1,336,416,144,138500,138765
59.0,4282,7,2004,2004,0.0,4,5,4.0,16,1375,1391,5,1,4.0,1391,0,1391,2,0,2,1,4,0,2,530,156,158,196000,170944
85.0,14331,8,2002,2002,630.0,4,5,5.0,1274,526,1800,5,1,4.0,1800,0,1800,2,0,3,1,4,1,3,765,270,78,312500,323669
80.0,9600,7,1969,1969,168.0,3,2,3.0,0,1164,1164,3,1,4.0,1164,0,1164,1,1,3,1,3,0,2,528,0,0,140000,111802
82.0,12438,8,2006,2006,466.0,5,5,5.0,0,1234,1234,5,1,4.0,1264,1312,2576,2,1,4,1,5,1,3,666,324,100,361919,340018
76.0,7630,5,1900,1996,0.0,3,3,4.0,0,360,360,4,1,4.0,1032,780,1812,2,0,4,2,4,1,2,672,344,0,140000,119858
70.0,8400,7,2004,2005,109.0,4,5,4.0,712,761,1473,5,1,4.0,1484,0,1484,2,0,3,1,4,0,2,606,0,35,213000,198988
70.0,5600,4,1930,1950,0.0,2,1,4.0,0,0,0,2,0,4.0,372,720,1092,2,0,3,2,2,0,0,0,0,0,55000,36419
69.0,115149,7,1971,2002,351.0,3,2,4.0,1219,424,1643,3,1,4.0,1824,0,1824,2,0,2,1,4,2,2,739,380,48,302000,195355
48.0,6240,8,2006,2006,176.0,4,5,4.0,863,461,1324,5,1,4.0,1324,0,1324,2,0,2,1,4,1,2,550,192,38,254000,231842
65.0,9018,7,2007,2007,0.0,4,5,4.0,0,728,728,5,1,4.0,728,728,1456,2,1,3,1,4,1,2,400,100,24,179540,213681
69.0,7162,5,1966,1966,41.0,3,5,3.0,0,876,876,3,1,4.0,904,0,904,1,0,3,1,3,0,1,408,0,0,109900,60867
56.0,4130,3,1935,2003,0.0,4,2,3.0,0,270,270,4,1,4.0,729,0,729,1,0,2,1,3,0,0,0,0,0,52000,-4432
66.0,8712,4,1900,1950,0.0,3,4,3.0,0,859,859,4,1,4.0,859,319,1178,1,0,2,1,3,0,1,384,68,0,102776,41666
40.0,4671,8,1988,1989,0.0,4,5,4.0,767,461,1228,4,1,4.0,1228,0,1228,2,0,2,1,4,1,2,472,168,120,189000,198244
60.0,9873,4,1970,1970,160.0,3,2,3.0,789,171,960,3,0,4.0,960,0,960,1,0,3,1,3,0,2,576,0,288,129000,84766
69.0,13517,6,1976,2005,289.0,4,2,3.0,533,192,725,5,1,4.0,725,754,1479,2,1,3,1,4,0,2,475,0,44,130500,182763
78.0,10140,6,1974,1974,174.0,3,2,4.0,0,1064,1064,3,1,4.0,1350,0,1350,2,0,3,1,3,1,2,478,0,0,165000,133652
60.0,10800,7,1890,1998,0.0,3,3,3.0,0,718,718,5,1,4.0,1576,978,2554,1,1,3,1,3,0,2,704,0,48,159500,34790
80.0,10000,5,1973,2000,0.0,3,2,4.0,1084,92,1176,4,1,4.0,1178,0,1178,1,1,3,1,4,1,2,439,224,0,157000,153157
96.0,10542,7,1993,1994,651.0,4,5,4.0,1173,138,1311,5,1,4.0,1325,1093,2418,2,1,3,1,4,1,3,983,250,154,341000,297267
69.0,9920,5,1969,1969,0.0,3,2,4.0,523,448,971,3,1,4.0,971,0,971,1,1,3,1,3,1,1,300,0,0,128500,104188
69.0,6563,8,1985,1985,0.0,4,5,4.0,1148,594,1742,3,1,4.0,1742,0,1742,2,0,2,1,4,1,2,564,114,28,275000,204103
69.0,4426,6,2004,2004,169.0,4,5,4.0,662,186,848,5,1,4.0,848,0,848,1,0,1,1,4,0,2,420,160,0,143000,189012
70.0,8120,4,1970,1970,0.0,3,2,3.0,191,673,864,5,1,4.0,864,0,864,1,0,3,1,3,0,2,463,0,0,124500,79184
60.0,8172,4,1954,1972,0.0,3,5,3.0,0,941,941,5,1,4.0,997,473,1470,2,0,4,1,3,0,1,548,0,0,135000,68289
86.0,13286,9,2007,2008,340.0,5,5,5.0,1234,464,1698,5,1,4.0,1698,0,1698,2,0,3,1,5,1,3,768,327,64,320000,330640
60.0,6960,4,1970,1970,0.0,3,2,3.0,375,250,864,3,1,4.0,864,0,864,1,0,3,1,4,0,2,660,96,0,120500,212972
69.0,21695,6,1988,2007,260.0,4,2,4.0,808,72,880,5,1,4.0,1680,0,1680,2,0,3,1,4,1,2,540,292,44,222000,135927
